State,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
"(36, 0)",16745056.982093016,16460016.552751757,16212232.885121524,15992455.377230829,15647628.178887464,15291400.731057359,14946802.399839923,14657182.799711345,14237389.430918746,13817473.875201732,13359276.46418872,12838213.162608868,12303685.484641286,11763186.315257875,11310690.624676295,10767498.963396853,10255655.068874286,9614466.622139696,9373431.738265835,8978680.772831107,8429820.100955365,8188398.036837102,7888520.079984337,7479934.492786553,7010381.225439596,6538199.920661014,6087652.850094541,5737313.0074592875,5228590.803345478,4803482.820052001,4418848.988210353,4048692.43217559,3682369.894894906,3343312.4865694637,3236108.4939213158,2749184.138771924,2473382.172008254,2293322.39322564,2090009.3105463001,1914417.7028559018,1718609.16312656,1537607.2992515794,1354265.5190593223,1210737.161528375,1062495.4712774595,911625.5352527915,763474.3167487265,607549.1714145213,441497.62695969595,269341.4742518182,130232.22180866404
"(36, 4)",16750414.855666341,16361372.097751757,16313062.060600601,15961610.922230827,15652694.854029628,15192756.276057357,14913142.754088685,14662807.9307066,14243297.14868424,13821981.236284047,13260632.009188721,12739568.707608866,12205041.029641286,11771224.457318006,11280034.588174433,10668573.253326757,10156192.949986791,9552722.167139696,9375112.177010292,8983034.514903652,8432990.025685437,8108211.598530448,7849358.8195117125,7419195.427108191,6948449.950259096,6453055.465661014,6092586.651155821,5740118.366979477,5232005.282510848,4809085.726451547,4424844.3022518875,4053314.611643667,3689346.228041416,3350274.614914453,3242861.1014438863,2723439.6837719246,2456637.7170082545,2297510.146273755,2010108.7454934914,1914362.4225033193,1727030.8348277307,1536915.614197564,1354265.5190593223,1210737.161528375,1062495.4712774595,911625.5352527915,763474.3167487265,607557.2503953858,342717.9159601016,174000.8123969205,130232.22180866404
"(36, 8)",16547768.072093017,16262727.642751759,16014943.975121526,15795166.467230827,15450339.268887462,15094111.821057359,14749513.48983992,14459893.889711345,14040100.520918747,13620184.965201734,13161987.554188723,12640924.252608865,12106396.574641285,11565897.405257875,11113401.714676296,10569928.798326757,10057548.494986791,9413577.712139696,9176142.828265833,8781391.862831108,8338880.596404012,8018267.143530447,7751614.364511713,7281850.972108192,6850105.495259096,6353511.010661013,5890363.940094541,5540024.097459287,5031301.893345478,4606193.910052001,4221560.078210353,3851403.52217559,3485080.9848949057,3146023.5765694636,3038819.5839213165,2551895.2287719245,2276093.262008255,2096033.4832256406,2011036.2067825329,1743174.366644986,1521320.2531265616,1335003.1300828143,1285104.8877610664,1127147.5152015702,979025.6167960862,830053.4668239743,681987.8927550344,450663.1816316995,247435.35125624484,153519.8147086016,66767.72518067167
"(36, 12)",16449123.617093017,16164083.187751757,15934635.069353523,15696522.012230828,15351694.813887462,14995467.366057359,14650869.03483992,14361249.434711345,13941456.065918745,13521540.510201732,13063343.09918872,12542279.797608867,12007752.119641284,11467252.950257875,11014757.259676294,10471284.343326755,9958904.039986791,9314933.257139696,9077498.373265833,8682747.407831108,8116636.141404013,7882122.688530448,7588169.909511712,7183206.517108192,6712761.040259096,6242266.555661014,5791719.485094541,5441379.642459287,4932657.438345478,4507549.4550520005,4122915.6232103533,3752759.06717559,3386436.5298949056,3047379.1215694635,2940175.1289213165,2453250.7737719244,2177448.807008255,1997389.0282256405,1773879.3811851451,1603429.911644987,1422675.7981265609,1236358.675082815,1052912.1344793478,1024025.9106465792,873637.4853151884,724677.5445215547,575794.7177884489,353587.2330969248,178476.05873237806,127330.07444388204,13324.420159800144
"(36, 16)",16350479.16209302,16091691.905515758,15835990.614353523,15597877.557230828,15253050.358887462,14896822.911057359,14481799.402107919,14262604.979711344,13842811.610918745,13422896.055201733,12964698.644188723,12443635.342608863,11909107.664641285,11368608.495257871,10916112.804676294,10372639.888326757,9860259.584986791,9216288.802139698,8978853.918265833,8584102.952831106,8017091.686404012,7783478.233530448,7489525.454511712,7084562.062108192,6614116.585259095,6143622.100661013,5693075.030094542,5272310.009727287,4834012.983345478,4408905.000052,4024271.1682103523,3654114.61217559,3287792.0748949065,2948734.666569464,2841530.6739213164,2354606.318771924,2078804.3520082533,1898744.5732256395,1675234.926185145,1504785.4566449865,1324031.3431265596,1137714.2200828136,954267.6794793463,810011.325870499,662248.1598707895,507412.4208217563,357510.4605303516,255641.7973679759,187570.9739231783,44742.74461888256,13324.420159800144
"(36, 20)",16258878.130886197,15975288.566811271,15802597.698892832,15505788.968354806,15161238.031258032,14801686.812736468,14458073.258977741,14170215.734884383,13751098.40116833,13330203.994110266,12869012.997609027,12346894.98951631,11811913.645700185,11279892.737927696,10821433.035604237,10275706.882613586,9763197.848259846,9141896.574795553,8891397.949270459,8490199.996494273,7940667.750685438,7707672.777026082,7406725.479651503,6994476.199935096,6520207.120941055,6051399.762251914,5601618.633871096,5249120.726764916,4740933.688548373,4317809.050667126,3932174.8974147425,3562469.1145319105,3197996.752649206,2859762.7073773034,2751531.1576537658,2266114.2870656843,1984104.9378582959,1810379.1147724355,1599037.058368948,1424674.7732701667,1236159.66418547,1044485.1163659842,991661.0020069679,841206.9128476653,691636.1892288028,544452.8263882771,392887.40462450637,202220.37301150642,104943.73960869895,26063.001918149104,13324.420159800144
"(45, 0)",16593575.897433387,16399518.280983506,16152113.099584535,15945411.957960615,15493861.019338645,15096176.095987355,14694220.833036,14384879.856470363,13980168.22941882,13562658.275767654,13107413.464163719,12586350.162583863,12051822.484616281,11513758.46211345,11059410.939359352,10515720.622921592,10003792.068849282,9487581.362946771,9122054.81462525,8727996.491646225,8287398.528337829,8042008.6145242425,7648871.577401587,7263558.368148372,6814923.228833913,6380891.961874948,5936047.479581312,5550480.532436914,5057097.091774665,4696031.848212336,4273541.90898351,3895968.7667913046,3552918.486467659,3247427.1787029435,2926166.7645666054,2694061.8369367695,2473132.761812369,2266060.0359990853,2090009.3105463001,1913968.710635027,1726340.6369068634,1536885.7385537252,1348845.4994793471,1210687.14878969,1058915.0326809976,909326.4775494946,755025.7090530855,604296.6611343113,441582.0567487304,270929.71008062694,130232.22180866404
"(45, 4)",16608493.534955675,16409384.424212465,16152084.334861457,15945402.399312926,15528029.396628598,14997531.640987353,14595576.378036,14286235.401470365,13986082.783245048,13464013.820767656,13008769.009163717,12487705.707583861,11953178.029616281,11412678.860232875,10960766.48435935,10416794.912851496,9904329.949961787,9409417.224886365,9130989.711213442,8629352.036646225,8287398.528337829,7970822.176217589,7611510.316928961,7208769.166460442,6714591.953653411,6289954.420246333,5900237.04063195,5390610.9351641685,5028535.502610509,4687649.678854273,4324627.746376815,3974812.424875489,3620239.206880692,3276163.4545539417,2932692.095264856,2674617.3819367695,2462088.306812369,2270909.200117975,2090009.3105463001,1914288.7625692745,1726329.0955056287,1536885.7385537252,1354265.5190593223,1210717.8962663135,1062495.4712774595,911596.2970363296,763362.4539367565,607545.7089941507,342154.56206494017,250188.0745653057,130232.22180866404
"(45, 8)",16396175.862892589,16339800.389470987,15935300.28747537,15641758.344128052,15296364.167541673,14898887.185987355,14496931.923036,14187590.946470367,13782879.319418823,13365369.365767656,12910124.554163719,12389061.252583861,11854533.574616283,11314034.405232875,10862122.02935935,10318150.457851494,9805685.494961789,9276572.769886367,8924465.904625252,8530707.581646226,8195989.099056404,7834377.7212175885,7447165.861928962,7064824.711460441,6615947.498653412,6181709.965246334,5738892.9260964235,5291963.910409163,4859808.181774664,4464559.084782795,4064100.4238028466,3698679.8567913044,3414842.1866909005,3085751.4797131587,2728877.8545666053,2496772.9269367694,2275843.8518123697,2180330.925280402,2010860.947977308,1825365.0957381641,1642021.1675339818,1458452.85583699,1287296.2846483851,1146721.0217149789,1001651.676248191,850253.8212439739,699539.128534288,547430.7073679757,243510.1070649404,153519.8147086016,66767.72518067167
"(45, 12)",16297531.407892587,16087407.254599757,15836655.83247537,15543113.889128052,15197719.712541675,14800242.730987355,14398287.468035998,14088946.491470369,13684234.86441882,13266724.910767654,12811480.099163719,12290416.797583861,11755889.119616283,11215389.950232876,10763477.574359352,10219506.002851496,9707041.039961787,9177928.314886365,8825821.449625252,8432063.126646224,7971044.644056403,7735733.266217588,7348521.406928961,6966180.256460442,6517303.043653413,6083065.510246333,5640192.908826023,5193263.893138763,4761127.784931,4365914.629782796,3965810.6991729313,3600035.4017913043,3256985.121467659,2939559.8413298842,2630233.3995666057,2398128.4719367693,2177199.3968123696,1970126.6709990853,1773879.3811851451,1602843.7543094344,1421963.405203319,1235637.1143849606,1052912.1344793478,1048852.0250845992,903859.2258418811,751320.1079677275,601194.6735342873,448786.2523679763,186970.8859938101,127330.07444388204,13324.420159800144
"(45, 16)",16198963.66355216,15988762.799599757,15738011.377475368,15444469.434128052,15099164.400259247,14701598.275987357,14299643.013035998,13990302.03647037,13585590.40941882,13168080.455767654,12712835.644163718,12191772.34258386,11657244.664616281,11116745.495232873,10664833.11935935,10120861.547851495,9608396.584961787,9079283.859886365,8727176.99462525,8333418.671646225,7871500.189056404,7637088.811217588,7249876.951928961,6867535.801460441,6418658.588653411,5984421.055246334,5541579.499244611,5094582.73231388,4662733.047610029,4267270.174782796,3866526.0626386665,3501390.9467913047,3158340.666467659,2840915.386329884,2531588.944566605,2299484.0169367692,2078554.941812368,1871482.2159990845,1675234.926185145,1504199.2993094344,1323318.9502033181,1136992.6593849591,954267.6794793463,810011.325870499,662248.1598707895,507412.4208217563,357510.4605303516,255641.7973679759,178476.05873237806,44742.74461888256,13324.420159800144
"(45, 20)",16107003.903648704,16043867.024470987,15661750.338381613,15352387.355786063,15007488.627711115,14606560.723477012,14205507.465422174,13898141.844067914,13493882.526468972,13075170.960085025,12617165.090185637,12095049.745493209,11560071.065077366,11028059.923105923,10570162.22828824,10023955.176141175,9511347.277436173,9004891.632542225,8639771.630235292,8239525.836230473,7795076.253337829,7561283.354713224,7167958.333266757,6777449.939287347,6325334.919533852,5892186.198855893,5449873.067374968,5000904.092124884,4569009.919161179,4176257.565131042,3774891.6246490367,3409804.043953895,3068569.314824524,2744505.612304213,2441612.5111015253,2211053.2434370844,1983855.5276624106,1783172.306791315,1599002.5029006496,1424088.6159346143,1235364.9253546486,1044071.6223010952,990761.0020069679,851563.1150845989,706570.3158418825,554898.9727964661,404783.87759368477,202220.37301150642,104943.73960869895,26063.001918149104,13324.420159800144
