State,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
"(27, 8)",2905013.0892413063,4035243.032144673,3954831.3792018807,3830723.0255947695,3784155.014325878,3627880.9990088018,3434396.357271593,3299583.2222440424,3107760.2268302813,3007922.243504937,2805202.1156353923,2613152.5259279944,2479445.774396782,2356817.9179582936,2179141.045800306,1997774.2004737717,1880528.1544361548,1800315.3072613156,1664621.9071172506,1594990.3805931923,1482686.7812263197,1398854.564870332,1305101.1196081922,1156967.2216442868,983760.3550789338,836871.1767926369,726377.3509165117,596415.5807266317,469478.52109531034,360990.34290471394,272409.0095659943,178027.49664970077,120453.55233550878,86454.09221674637,63672.29644039782,40812.16578908551,27641.03354470848,23364.15340208262,22493.072037334794,15356.274399985714,5905.779156139532,2161.309908833774,552.6607487230547,25.120765528470336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 12)",2905013.0892413063,3862983.860155236,3782419.5080540637,3658721.855261716,3611743.1431780597,3455469.1278609834,3263071.47957348,3128811.157875062,2935479.8029733365,2834540.836716273,2635163.693312848,2445047.92303098,2314560.8993138047,2192978.6256169006,2016342.3297074996,1837645.8430868045,1722570.8726936071,1643859.5088593357,1511907.0593650674,1442968.0341197771,1333143.6563101618,1250759.660898537,1159626.1805857357,1017414.210684189,847393.6820900217,707610.7650960714,603847.124264064,480710.2801367106,362889.4065216596,265148.61843051447,191788.07188248867,117263.47634201376,72352.2847589439,47899.24126890335,32227.890412223147,17878.770197183516,10485.650956365305,8024.699667943269,7411.566483701512,3422.831199364083,925.9084345111332,57.50850769727349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 16)",2905013.0892413063,3694118.9048923617,3614490.138592474,3491893.6754865646,3444365.6375279664,3289041.0994845787,3097934.4669456864,2963674.2400965737,2766439.819622132,2666591.91507395,2470043.4453761023,2281693.2693214836,2152110.352125349,2032143.5578103096,1857164.7940051216,1681834.687817046,1569729.2981611066,1495100.1474866397,1365645.7643715057,1298441.8166852745,1190602.4971790598,1113066.766132356,1026117.9479263658,888207.5985788216,725901.835064,591502.5258002725,490568.6744101107,377830.51707767247,275834.69368397695,193594.6931323136,130017.52506040416,70296.90467483725,38457.81791688103,22323.689974672714,13280.47934111001,6087.595160393297,2823.5632950583495,1686.4429778504975,1069.430416362322,443.5808373164924,25.923233918315827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 20)",2905013.0892413063,3529027.3086409033,3449375.539704255,3326780.6268261457,3279242.0560985683,3123919.813795368,2932811.2136707045,2798556.6744587095,2602416.8281816817,2503508.0922648413,2307584.66500877,2121247.9131946014,1992735.8048608054,1873243.8269236025,1701206.3725953274,1529509.949309533,1425110.9941630985,1354086.2493416846,1228764.4059492734,1166786.8584458386,1064552.7333687907,988230.1506630838,902561.1568099785,767085.9469636987,609747.1705464545,486647.27808687865,395198.59394041536,295201.1819701842,203718.4985045439,132027.41133543133,79830.92287590243,37089.68398759142,16882.810091607615,8236.246201415739,4064.5357186206443,1446.258026375406,448.14244908072016,206.13295704429598,108.48009599912075,11.619923890842419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 0)",2905013.0892413063,4003831.0502375676,3923419.397294777,3799311.043687665,3752743.0324187726,3596469.0171016976,3402984.3753644885,3268171.240336938,3069674.262965254,2969982.167736678,2771581.485947839,2574647.6626714924,2437425.0749006816,2314207.946281264,2135655.341619714,1953577.6998512135,1840174.6218949114,1770467.0486270194,1636216.8294949408,1567492.403984982,1452222.9505293537,1361876.3727155484,1267873.255383782,1118704.173430468,941766.1685299699,800649.6092346979,695541.3063110991,567158.4976901623,441804.4354160985,335155.57425084215,248040.97589324508,157824.08619208774,98745.74642536996,64151.57189651429,44930.51951544298,26322.942155883415,16360.764877878857,13366.404062036283,12392.239863600535,7280.677227497406,2176.5220505910293,926.6777859845773,36.26994478064885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 4)",2905013.0892413063,3831419.17908975,3751007.5261469586,3626899.1725398474,3580331.161270956,3424057.14595388,3230572.5042166705,3095759.36918912,2897259.657363502,2797570.2965888605,2599169.614800021,2402211.247880897,2266041.7016191958,2143732.434716965,1966034.9286157526,1787822.1891911656,1678283.8599735268,1605697.8791367589,1475785.3661364256,1407627.4813900846,1297895.70918971,1211059.5855424828,1117910.3326260007,971032.0846951613,807495.5630860121,675918.9327670704,574386.7230959117,453007.05338292307,336908.09577483975,239674.32418414572,164427.49065683046,88719.30651121735,49787.31256503594,30814.107113809827,19326.98179181802,9645.56051361217,5080.347659184228,3637.700937929042,2803.1084908948005,1212.9519314007794,285.64566742908136,3.5940567696158725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 8)",2905013.0892413063,3659007.307941933,3578595.6549991416,3454487.30139203,3407919.290123137,3251645.274806062,3058257.440157287,2923520.308541419,2725838.651599148,2625898.516305522,2429428.4875934063,2234798.6467196033,2100965.719445315,1979383.4457484123,1804663.1052606546,1635042.0408185073,1531821.0263646948,1463524.614935629,1333597.2807913194,1266174.0206551093,1154073.6775933313,1065359.08683164,973531.9085993422,835315.3451469421,682605.3024654894,556094.7954519452,459849.76571195247,347421.6417724447,241611.12380736083,157629.36796404477,97513.66598443959,48108.03051492616,23835.031512171376,12769.209747047187,6915.614356206919,2750.6015489238644,1107.485627384672,566.1235123027747,440.0442231346942,96.01777688881305,1.0725002185933135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 12)",2905013.0892413063,3488719.014664767,3408754.932873033,3286158.4697671244,3238630.4318085248,3083305.893765139,2892199.2612262443,2757939.0343771316,2560528.5741834436,2460761.5618636603,2264291.569814918,2072845.7597074625,1938685.2360470481,1819044.8335990042,1648781.961736403,1490626.1406487483,1391394.7886648378,1323637.869546278,1193796.0082014126,1126287.275265758,1015431.3130464498,927393.6903098676,838548.9021609614,707723.185160374,569245.7093519574,443286.5813808291,353898.04236622795,251221.34907202626,162845.43884967073,99571.40583157694,56066.054690871875,22839.74663362618,9117.245117849814,4026.273282301806,1787.3719155156582,519.6077919666744,135.7444035128661,52.91537428510278,8.40402268703085,0.4870158122409293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 16)",2905013.0892413063,3323246.781394432,3243618.0150945443,3121021.5519886357,3073493.5140300365,2918168.9759866497,2727062.343447756,2592802.1165986434,2395733.945747355,2295699.3221444376,2101298.6554995305,1911713.5365408869,1780331.611593349,1662874.9544311808,1500577.7251205253,1350741.2560851069,1251566.2376908169,1184018.2486086225,1055762.9578894768,989642.2815368816,883800.1470620263,796262.6561033176,712903.9934533334,591188.3291999823,461329.7681120591,339831.60256737645,262057.05623606808,179123.10747241473,107200.64667124904,57980.41755073776,27943.953625704347,8715.606343733865,2687.807722443996,898.511276242285,292.0934040699311,54.76736075616434,8.795233885621302,0.5123309415985418,0.012105564034859384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 20)",2905013.0892413063,3158521.6217898736,3079083.242673909,2955917.950136075,2908369.932600639,2753047.6902974397,2563440.6522038123,2431190.7756073126,2233062.2218217244,2134089.127886586,1943201.6505572584,1753749.6933586267,1625294.4898954746,1511503.7478384024,1359682.423622278,1211143.7615795261,1113097.1190585024,1046971.264202184,923409.1964371142,860695.144032095,759708.7247379946,678105.4591835251,596378.1768798515,483252.95530133706,355756.77017701324,259649.76690768154,191755.12709336763,119998.5028917131,63294.70060957904,29511.148381845145,11483.518625403023,2570.11495021066,520.3864524167979,116.81295890000703,27.0813860515403,2.221312733700655,0.07158834234049465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(45, 0)",2905013.0892413063,3649894.46170164,3564925.3563439944,3459385.264154248,3379084.1909508994,3220901.5560377697,3030247.5607662746,2892824.7086154544,2717624.1278111944,2593800.937766248,2395442.7585718795,2206802.2477788064,2067937.6923931998,1936830.8309260714,1776937.7263512283,1622748.6274452214,1522091.1362539753,1451383.8466124232,1331314.8913636464,1255734.9307582318,1146006.4378174986,1054925.6206445876,942131.9510672506,805231.6936825017,663850.581944028,540919.7586669698,432479.97664192365,321816.78058282286,218375.70443614162,138725.25922823985,78326.1867641724,32087.388379136602,14148.920322450973,6937.105413920617,3416.256521732109,1204.9304329176261,485.9425058401259,262.84485509871735,137.130449100897,5.301064258447383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(45, 4)",2905013.0892413063,3477482.5905538215,3392513.485196178,3286973.39300643,3206672.3198030824,3048489.684889952,2857835.689618457,2720412.837467637,2545212.2566633774,2421389.0666184304,2223717.600017201,2036699.9948456702,1900173.7744261834,1772428.30089686,1613247.934091212,1462834.324572786,1365405.8580775645,1295846.0534703152,1179588.0844016862,1105556.752320685,999000.4334784528,910821.0213476823,805914.3285627812,678314.4063985592,542330.6832457931,428429.38351695484,328168.01797842217,227877.0094314078,139856.19022543024,75039.25908412861,37656.59205490626,13140.219210791041,4495.894425745407,1783.5415157217037,704.875516840345,183.62982757066044,44.98327091997722,3.073205997453564,0.4441885219682855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(45, 8)",2905013.0892413063,3306114.6471594735,3220974.9400067143,3115647.047252505,3035110.7589680445,2878229.42445323,2689582.619050697,2552928.4543677038,2378365.0102868895,2255041.114996009,2058959.7076304671,1875968.390450275,1742976.4847215253,1621898.3565329392,1471718.7520070947,1322947.5791834344,1225520.8348038904,1156013.019849421,1040265.8233244173,967003.1499239265,864098.3095474055,781530.1728090368,682757.3588876206,564679.8623101262,434336.38884621783,324556.9777270196,233694.7108884091,147052.5195363906,78344.69444999698,38517.21474595897,16540.400102949166,4305.440843895551,1116.6354608274519,333.9978802655391,100.47036122203436,15.33731115704334,0.5069619033752262,0.00047919860908687275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
