State,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
"(27, 8)",-48342.56703112501,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-48377.37430889998,-48377.37430889998,-46069.09637633334,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42279.415132500006,-40533.44795499999,-40533.44795499999,-40525.73097299995,-40097.71196041302,-38401.63167749998,-38401.63167749998,-37599.312468153425,-37599.312468153425,-34478.133983442916,-34474.56185916508,-34474.56185916508,-34475.61708500003,-34475.61708500003,-34475.61708500003,-34475.61708500003,-32304.010180988927,-32266.300586344754,-31747.39814084221,-31539.56266673333,-30092.049768083336,-26440.95265933334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 12)",-48342.56703112501,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-48386.723290320035,-49115.69656175003,-49018.23750990836,-44507.050603166674,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42279.415132500006,-40533.44795499999,-40525.55734090495,-39786.211010007726,-38401.63167749998,-38401.63167749998,-38025.14596041857,-36583.96087558337,-36126.08661025002,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34475.61708500003,-34475.61708500003,-34445.938858391695,-32283.89839717872,-31882.788013830155,-30966.425271734828,-26808.332491952122,-26721.32209559495,-24849.324647064288,-598.3876459166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 16)",-48342.56703112501,-51279.34538999998,-50640.76987074093,-49957.847781806944,-50478.033704932925,-51015.84467034368,-51183.722751794594,-51256.57809518917,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49018.23750990836,-44507.050603166674,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42279.415132500006,-40467.83431554493,-40467.83431554493,-39179.43915491667,-38401.63167749998,-38188.612686824395,-36607.433362500036,-36583.6393346667,-36126.08661025002,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34475.61708500003,-34467.702891237815,-32280.630232309566,-31811.428866386264,-27454.813045625597,-26658.922180643924,-26658.92218064393,-24849.324647064288,-17454.559274425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(27, 20)",-48342.56703112501,-50532.73996775274,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.567031125,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49018.23750990836,-44507.050603166674,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42133.11598753426,-40467.83431554493,-40467.83431554493,-39544.894962346836,-37795.505954445536,-36607.433362500036,-36607.433362500036,-36583.6393346667,-36115.47576000002,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34280.7160443266,-31761.833184394407,-31761.833184394407,-28163.200998667216,-26658.92218064392,-25767.784102290352,-24849.324647064288,-18135.698690654994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 0)",-48342.56703112501,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-50931.541011259986,-48377.37430889998,-48370.570503103314,-44278.52423371344,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42279.415132500006,-40533.44795499999,-40533.44795499999,-40520.52201014994,-38788.205137731704,-38401.63167749998,-38401.63167749998,-37569.701037137194,-36710.96953766666,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34475.61708500003,-34475.61708500003,-34475.61708500003,-34256.00463891669,-32266.30058634477,-31796.896673546496,-30966.425271734824,-30099.402337044463,-28067.692464933338,-25444.818899500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 4)",-48342.56703112501,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51279.34538999998,-51258.76677133331,-48377.37430889998,-48377.37430889998,-46009.41063824603,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42279.415132500006,-40533.44795499999,-40525.210076714946,-38876.789064827244,-38401.63167749998,-38401.63167749998,-37600.65470938164,-35978.820870416675,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34475.61708500003,-34475.61708500003,-34212.743474267096,-32267.55757283292,-31519.313067786887,-30883.060715887863,-27398.29829530734,-25481.397394179992,-25402.56842304999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 8)",-48342.56703112501,-51279.34538999998,-49774.66342827994,-48417.44824753155,-48744.08062784628,-49332.01891241278,-50081.35202019362,-50710.16301972996,-51181.77126938226,-51279.34538999998,-51279.34538999998,-51255.87290308331,-48943.183429139994,-48377.37430889998,-48377.37430889998,-48141.340553841874,-44119.90699942286,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42279.415132500006,-40533.44795499999,-39741.40455816787,-38401.63167749998,-38401.63167749998,-38401.63167749998,-37400.12673201172,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34475.35327854129,-34385.731971065696,-32268.64696112264,-31513.123112975463,-30888.618352944308,-25380.890134448306,-25380.890134448313,-25380.890134448324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 12)",-48342.56703112501,-49752.151246503956,-48352.12177146861,-48352.12177146861,-48352.12177146861,-48352.12177146861,-48352.12177146861,-48352.12177146861,-48352.12177146862,-48358.62204263996,-48377.37430889998,-48377.37430889998,-48377.37430889998,-48377.37430889998,-47464.056111299746,-45929.75673428252,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-40533.44795499999,-40505.79587094944,-38401.63167749998,-38401.63167749998,-38401.63167749998,-37600.65470938165,-35145.03507247169,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34474.56185916508,-33889.186849995385,-32275.4374814619,-31459.810862957293,-30831.71500762835,-25380.890134448306,-25380.890134448306,-18135.698690654997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 16)",-48342.56703112501,-48352.12177146861,-48351.428091397735,-48351.428091397735,-48351.428091397735,-48351.428091397735,-48351.428091397735,-48351.428091397735,-48351.42809139772,-48358.62204263996,-48377.37430889998,-48386.723290320035,-48375.34548839966,-48387.505715297084,-48908.77635650945,-42943.07558449999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-40532.77286912742,-39146.602624911124,-38401.63167749998,-38401.63167749998,-37175.91378755817,-36607.433362500036,-35096.80393497169,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34158.74724658184,-32272.947624004173,-31567.510424274027,-28745.318594136126,-26658.92218064392,-25767.784102290363,-18235.645183028,-257.8758151666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(36, 20)",-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.56703112501,-48342.567031125,-48342.56703112499,-49115.69656175003,-49115.69656175003,-49115.69656175003,-49105.24133730369,-49067.76124189336,-49029.073438800035,-42943.07558449999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-42771.37273499999,-40467.83431554493,-40320.702336732946,-38401.63167749998,-36607.433362500036,-36607.433362500036,-36607.433362500036,-35085.228461971696,-34474.56185916508,-34474.56185916508,-34474.56185916508,-34464.034705412305,-32268.933671981402,-31761.833184394407,-26829.019214102264,-26658.92218064392,-25767.78410229037,-18486.71648033675,-1246.8713666500014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
