Date,kurs,Sys,NO1,NO2,NO3,NO4,NO5
01.01.2022 00:00,9.99,62.5,132.89,132.89,46.6,46.6,132.89
01.01.2022 01:00,9.99,54.39,129.3,129.3,41.33,41.33,129.3
01.01.2022 02:00,9.99,58.3,132.08,132.08,42.18,42.18,132.08
01.01.2022 03:00,9.99,51.8,111.44,111.44,44.37,44.37,111.44
01.01.2022 04:00,9.99,47.15,112.35,112.35,37.67,37.67,112.35
01.01.2022 05:00,9.99,49.84,113.9,113.9,39.7,39.7,113.9
01.01.2022 06:00,9.99,53.34,122.25,122.25,40.59,40.59,122.25
01.01.2022 07:00,9.99,52.36,118.58,118.58,43.26,43.26,118.58
01.01.2022 08:00,9.99,63.44,118.47,118.47,49.44,49.44,118.47
01.01.2022 09:00,9.99,66.55,117.86,117.86,49.46,49.46,117.86
01.01.2022 10:00,9.99,68.7,120.03,120.03,49.27,49.27,120.03
01.01.2022 11:00,9.99,68.43,117.07,117.07,48.89,48.89,117.07
01.01.2022 12:00,9.99,71.07,117.17,117.17,48.45,48.45,117.17
01.01.2022 13:00,9.99,74.17,120.08,120.08,44.21,44.21,120.08
01.01.2022 14:00,9.99,82.4,124.54,124.54,42.38,42.38,124.54
01.01.2022 15:00,9.99,87.59,124.89,124.89,42.09,42.09,124.89
01.01.2022 16:00,9.99,104.85,135.59,135.59,42.3,42.3,135.59
01.01.2022 17:00,9.99,137.33,149.97,149.97,40.59,40.59,149.97
01.01.2022 18:00,9.99,133.91,150.71,150.71,40.11,40.11,150.71
01.01.2022 19:00,9.99,123.06,143.81,143.81,38.52,38.52,143.81
01.01.2022 20:00,9.99,94.93,140.36,140.36,34.71,34.71,140.36
01.01.2022 21:00,9.99,84.66,139.85,139.85,32.48,32.48,139.85
01.01.2022 22:00,9.99,74.49,135.08,135.08,32.88,32.88,135.08
01.01.2022 23:00,9.99,64.41,123.42,123.42,32.44,32.44,123.42
02.01.2022 00:00,10,49.38,113.56,113.56,32.03,32.03,113.56
02.01.2022 01:00,10,48.04,111.66,111.66,31.78,31.78,111.66
02.01.2022 02:00,10,46.59,106.53,106.53,31.8,31.8,106.53
02.01.2022 03:00,10,43.12,104.5,104.5,31.89,31.89,104.5
02.01.2022 04:00,10,34.91,104.06,104.06,29.56,29.56,104.06
02.01.2022 05:00,10,43.18,105.86,105.86,31.97,31.97,105.86
02.01.2022 06:00,10,46.83,111.97,111.97,31.66,31.66,111.97
02.01.2022 07:00,10,47,105.22,105.22,32.28,32.28,105.22
02.01.2022 08:00,10,52.19,111.53,111.53,32.93,32.93,111.53
02.01.2022 09:00,10,58.66,115.81,115.81,36.31,36.31,115.81
02.01.2022 10:00,10,65.96,121.94,121.94,37.29,37.29,121.94
02.01.2022 11:00,10,66.56,121.3,121.3,37.5,37.5,121.3
02.01.2022 12:00,10,64.97,112.43,112.43,37.49,37.49,112.43
02.01.2022 13:00,10,57.56,111.39,111.39,37.49,37.49,111.39
02.01.2022 14:00,10,62.69,111.48,111.48,36.97,36.97,111.48
02.01.2022 15:00,10,70.52,118.19,118.19,35.95,35.95,118.19
02.01.2022 16:00,10,75.19,122.3,122.3,35.03,35.03,122.3
02.01.2022 17:00,10,87.61,129.79,129.79,33.21,33.21,129.79
02.01.2022 18:00,10,82.34,135.97,135.97,32.95,32.95,135.97
02.01.2022 19:00,10,68.9,128.33,128.33,32.91,32.91,128.33
02.01.2022 20:00,10,62.04,116.32,116.32,33.25,33.25,116.32
02.01.2022 21:00,10,53.79,110.2,110.2,35.27,35.27,110.2
02.01.2022 22:00,10,53.7,104.81,104.81,38.97,38.97,104.81
02.01.2022 23:00,10,38.93,110.16,110.16,32.93,32.93,110.16
03.01.2022 00:00,10,33.85,124.99,124.99,20.89,20.89,124.99
03.01.2022 01:00,10,33.26,123.41,123.41,19.92,19.92,123.41
03.01.2022 02:00,10,32.08,122.73,122.73,19.87,19.87,122.73
03.01.2022 03:00,10,31.05,121.55,121.55,19.82,19.82,121.55
03.01.2022 04:00,10,31.6,122.21,122.21,20.26,20.26,122.21
03.01.2022 05:00,10,37.58,123.57,123.57,29.35,29.35,123.57
03.01.2022 06:00,10,61.13,120.68,120.68,34.93,34.93,120.68
03.01.2022 07:00,10,93.53,121,121,34.83,34.83,121
03.01.2022 08:00,10,108.11,126.6,126.6,37.02,37.02,126.6
03.01.2022 09:00,10,108.38,132.56,132.56,38.76,38.76,132.56
03.01.2022 10:00,10,97.27,122.97,122.97,38.81,38.81,122.97
03.01.2022 11:00,10,96.23,123.13,123.13,38.89,38.89,123.13
03.01.2022 12:00,10,96.44,123.97,123.97,38.94,38.94,123.97
03.01.2022 13:00,10,94.27,126.67,126.67,39.92,39.92,126.67
03.01.2022 14:00,10,96.93,133.75,133.75,39.94,39.94,133.75
03.01.2022 15:00,10,107.6,137.72,137.72,39.95,39.95,137.72
03.01.2022 16:00,10,109.51,137.48,137.48,42.41,42.41,137.48
03.01.2022 17:00,10,119.92,143.73,143.73,46.38,46.38,143.73
03.01.2022 18:00,10,116.97,145.13,145.13,45.7,45.7,145.13
03.01.2022 19:00,10,109.47,142.81,142.81,45.2,45.2,142.81
03.01.2022 20:00,10,107.68,142.22,142.22,43.84,43.84,142.22
03.01.2022 21:00,10,91.44,139.6,139.6,42.57,42.57,139.6
03.01.2022 22:00,10,79.95,130.79,130.79,39.45,39.45,130.79
03.01.2022 23:00,10,52.03,113.64,113.64,34.4,34.4,113.64
04.01.2022 00:00,10.01,49.94,131.71,131.71,39.91,39.91,131.71
04.01.2022 01:00,10.01,51.45,131.87,131.87,37.04,37.04,131.87
04.01.2022 02:00,10.01,49.29,128.56,128.56,35.04,35.04,128.56
04.01.2022 03:00,10.01,47.19,115.49,115.49,34.97,34.97,115.49
04.01.2022 04:00,10.01,48.89,113.38,113.38,35.18,35.18,113.38
04.01.2022 05:00,10.01,75.22,133.06,133.06,37.09,37.09,133.06
04.01.2022 06:00,10.01,110.28,143.44,143.44,37.08,37.08,143.44
04.01.2022 07:00,10.01,139.24,154.93,154.93,42.92,42.92,154.93
04.01.2022 08:00,10.01,146.52,167.88,167.88,43.9,43.9,167.88
04.01.2022 09:00,10.01,146.66,166.65,166.65,44.65,44.65,166.65
04.01.2022 10:00,10.01,146.75,167.29,167.29,45.06,45.06,167.29
04.01.2022 11:00,10.01,146.51,164.62,164.62,45.95,45.95,164.62
04.01.2022 12:00,10.01,146.05,159.98,159.98,46.84,46.84,159.98
04.01.2022 13:00,10.01,142.62,155.69,155.69,47,47,155.69
04.01.2022 14:00,10.01,143.44,155.16,155.16,47.43,47.43,155.16
04.01.2022 15:00,10.01,146.28,158.45,158.45,47.9,47.9,158.45
04.01.2022 16:00,10.01,147.71,161.35,161.35,48.35,48.35,161.35
04.01.2022 17:00,10.01,150.98,167.76,167.76,48.56,48.56,167.76
04.01.2022 18:00,10.01,149.94,164.46,164.46,48.95,48.95,164.46
04.01.2022 19:00,10.01,146.11,153.88,153.88,48.98,48.98,153.88
04.01.2022 20:00,10.01,139.67,146.81,146.81,49.07,49.07,146.81
04.01.2022 21:00,10.01,129.93,141.57,141.57,49.07,49.07,141.57
04.01.2022 22:00,10.01,107.28,137.22,137.22,48.66,48.66,137.22
04.01.2022 23:00,10.01,76.03,114.25,114.25,48.87,48.87,114.25
05.01.2022 00:00,10.01,118.54,133.14,133.14,54.3,49.87,133.14
05.01.2022 01:00,10.01,94,123.38,123.38,51.69,49.37,123.38
05.01.2022 02:00,10.01,85.81,111.65,111.65,50.04,48.94,111.65
05.01.2022 03:00,10.01,78.37,103.37,103.37,49.53,48.15,103.37
05.01.2022 04:00,10.01,82.31,105.86,105.86,49.99,49.18,105.86
05.01.2022 05:00,10.01,93.89,121.68,121.68,50.04,49.82,121.68
05.01.2022 06:00,10.01,132.08,138.33,138.33,63.24,63.24,138.33
05.01.2022 07:00,10.01,134.45,138.75,138.75,70.06,70.06,138.75
05.01.2022 08:00,10.01,135.52,138.79,138.79,66,66,138.79
05.01.2022 09:00,10.01,135.03,139.15,139.15,57.06,57.06,139.15
05.01.2022 10:00,10.01,134.41,139.08,139.08,52.75,52.75,139.08
05.01.2022 11:00,10.01,133.23,138.07,138.07,52.91,52.91,138.07
05.01.2022 12:00,10.01,130.5,136.93,136.93,49.92,49.92,136.93
05.01.2022 13:00,10.01,129.74,136.87,136.87,49.86,49.86,136.87
05.01.2022 14:00,10.01,129.21,136.61,136.61,49.71,49.71,136.61
05.01.2022 15:00,10.01,129.34,137.05,137.05,49.58,49.58,137.05
05.01.2022 16:00,10.01,135.05,141.67,141.67,48.93,48.93,141.67
05.01.2022 17:00,10.01,140.13,148.09,148.09,48.26,48.26,148.09
05.01.2022 18:00,10.01,134.76,143.76,143.76,47.95,47.95,143.76
05.01.2022 19:00,10.01,129.1,140.09,140.09,47.11,47.11,140.09
05.01.2022 20:00,10.01,121.59,137.65,137.65,46.29,46.29,137.65
05.01.2022 21:00,10.01,119.93,139,139,45.54,45.54,139
05.01.2022 22:00,10.01,107.63,136.92,136.92,43.21,43.21,136.92
05.01.2022 23:00,10.01,93.6,135.52,135.52,42.94,42.94,135.52
06.01.2022 00:00,9.99,106.37,125.81,125.81,52.08,47.94,125.81
06.01.2022 01:00,9.99,103.62,124.94,124.94,51.77,46.61,124.94
06.01.2022 02:00,9.99,104.78,125.01,125.01,52.31,45.82,125.01
06.01.2022 03:00,9.99,114.23,129.93,129.93,51.78,44.12,129.93
06.01.2022 04:00,9.99,121.31,140.02,140.02,52.24,43.59,140.02
06.01.2022 05:00,9.99,132.29,146.89,146.89,53.62,44.09,146.89
06.01.2022 06:00,9.99,139.92,151.89,151.89,49.93,49.93,151.89
06.01.2022 07:00,9.99,146.15,153.62,153.62,52.28,52.28,153.62
06.01.2022 08:00,9.99,152.92,182.64,182.64,54.09,54.09,165.96
06.01.2022 09:00,9.99,157.83,205.87,205.87,53.05,53.05,166.78
06.01.2022 10:00,9.99,157.35,209.25,209.25,53.27,53.27,167.88
06.01.2022 11:00,9.99,160.87,224.71,224.71,53.05,53.05,168.89
06.01.2022 12:00,9.99,159.23,218.99,218.99,53.74,53.74,168.79
06.01.2022 13:00,9.99,157.4,202.71,202.71,52.85,52.85,168.23
06.01.2022 14:00,9.99,158.09,209.36,209.36,54.45,54.45,168.32
06.01.2022 15:00,9.99,158.59,224.08,224.08,54.9,54.9,166.99
06.01.2022 16:00,9.99,161.09,238.82,238.82,54.53,54.53,167.83
06.01.2022 17:00,9.99,162.84,266.16,266.16,53.76,53.76,167.29
06.01.2022 18:00,9.99,162.87,264.96,264.96,53.01,53.01,166.14
06.01.2022 19:00,9.99,157.57,213.94,213.94,52.56,52.56,166.62
06.01.2022 20:00,9.99,154.65,211.59,211.59,51.87,51.87,168.5
06.01.2022 21:00,9.99,155.26,196.8,196.8,51.73,51.73,172.55
06.01.2022 22:00,9.99,150.07,155.93,155.93,52.08,52.08,155.93
06.01.2022 23:00,9.99,130.39,139.78,139.78,51.27,51.27,139.78
07.01.2022 00:00,10.05,115.4,133.96,133.96,47.79,47.79,133.96
07.01.2022 01:00,10.05,105.06,129.44,129.44,47.79,47.79,129.44
07.01.2022 02:00,10.05,96.24,122.54,122.54,43.98,43.98,122.54
07.01.2022 03:00,10.05,95.89,122.06,122.06,41.9,41.9,122.06
07.01.2022 04:00,10.05,96.77,122.08,122.08,40.03,40.03,122.08
07.01.2022 05:00,10.05,105.33,127.17,127.17,40.22,40.22,127.17
07.01.2022 06:00,10.05,133.77,140.19,140.19,39.98,39.98,140.19
07.01.2022 07:00,10.05,144.6,152.64,152.64,50.59,50.59,152.64
07.01.2022 08:00,10.05,152.44,156.3,156.3,52.06,52.06,156.3
07.01.2022 09:00,10.05,152.69,157.15,157.15,53.12,53.12,157.15
07.01.2022 10:00,10.05,153.04,157.02,157.02,53.05,53.05,157.02
07.01.2022 11:00,10.05,155.85,160.91,160.91,53.46,53.46,160.91
07.01.2022 12:00,10.05,155.81,161.71,161.71,53.93,53.93,161.71
07.01.2022 13:00,10.05,156.48,161.15,161.15,54.41,54.41,161.15
07.01.2022 14:00,10.05,158.2,162.6,162.6,54.88,54.88,162.6
07.01.2022 15:00,10.05,161.2,177.62,177.62,56.4,56.4,166.73
07.01.2022 16:00,10.05,165.71,195.71,195.71,56.8,56.8,167.26
07.01.2022 17:00,10.05,172.86,235.57,235.57,56.92,56.92,165.57
07.01.2022 18:00,10.05,170.02,240.53,240.53,55.74,55.74,163.82
07.01.2022 19:00,10.05,160.85,172.82,172.82,54.97,54.97,165.84
07.01.2022 20:00,10.05,155.82,160.5,160.5,50.09,50.09,160.5
07.01.2022 21:00,10.05,152.83,157.95,157.95,47.66,47.66,157.95
07.01.2022 22:00,10.05,146.76,153.9,153.9,49.14,49.14,153.9
07.01.2022 23:00,10.05,137.51,144.76,144.76,45.31,45.31,144.76
08.01.2022 00:00,10.03,139.95,148.59,148.59,38.29,38.29,148.59
08.01.2022 01:00,10.03,134.64,146.08,146.08,37.36,37.36,146.08
08.01.2022 02:00,10.03,131.94,144.64,144.64,36.05,36.05,144.64
08.01.2022 03:00,10.03,132.17,145.74,145.74,35.98,35.98,145.74
08.01.2022 04:00,10.03,134.66,146.97,146.97,37.23,37.23,146.97
08.01.2022 05:00,10.03,134.33,146.88,146.88,38.65,38.65,146.88
08.01.2022 06:00,10.03,135.06,146.56,146.56,38.87,38.87,146.56
08.01.2022 07:00,10.03,136.86,147.18,147.18,39.55,39.55,147.18
08.01.2022 08:00,10.03,140.34,149.2,149.2,41.07,41.07,149.2
08.01.2022 09:00,10.03,144.67,151.54,151.54,44.8,44.8,151.54
08.01.2022 10:00,10.03,146.91,154.47,154.47,48.94,48.94,154.47
08.01.2022 11:00,10.03,146.92,153.91,153.91,49.38,49.38,153.91
08.01.2022 12:00,10.03,146.91,154.18,154.18,49.38,49.38,154.18
08.01.2022 13:00,10.03,145.02,151.54,151.54,49.6,49.6,151.54
08.01.2022 14:00,10.03,145.35,151.66,151.66,49.78,49.78,151.66
08.01.2022 15:00,10.03,147.96,154.28,154.28,49.99,49.99,154.28
08.01.2022 16:00,10.03,149.78,156.34,156.34,50.46,50.46,156.34
08.01.2022 17:00,10.03,149.04,151.55,151.55,50.9,50.9,151.55
08.01.2022 18:00,10.03,145.43,148.37,148.37,50.78,50.78,148.37
08.01.2022 19:00,10.03,135.3,140.08,140.08,50.6,50.6,140.08
08.01.2022 20:00,10.03,119.12,128.05,128.05,50.07,50.07,128.05
08.01.2022 21:00,10.03,119.49,126.62,126.62,49.93,49.93,126.62
08.01.2022 22:00,10.03,112.17,123.19,123.19,51.1,49.67,123.19
08.01.2022 23:00,10.03,102.76,121.94,121.94,49.91,47.39,121.94
09.01.2022 00:00,10.02,101.47,125.33,125.33,41.51,41.51,125.33
09.01.2022 01:00,10.02,92.48,115.15,115.15,39.8,39.8,115.15
09.01.2022 02:00,10.02,87.8,111.68,111.68,38.81,38.81,111.68
09.01.2022 03:00,10.02,81.08,108.92,108.92,37.61,37.61,108.92
09.01.2022 04:00,10.02,64.8,102.63,102.63,37.23,37.23,102.63
09.01.2022 05:00,10.02,65.65,99.61,99.61,37.03,37.03,99.61
09.01.2022 06:00,10.02,79.78,101.66,101.66,34.99,34.99,101.66
09.01.2022 07:00,10.02,86.79,101.68,101.68,36.87,36.87,101.68
09.01.2022 08:00,10.02,99.56,111.87,111.87,38.27,38.27,111.87
09.01.2022 09:00,10.02,124.51,128.56,128.56,39.81,39.81,128.56
09.01.2022 10:00,10.02,130.93,134.96,134.96,40.92,40.92,134.96
09.01.2022 11:00,10.02,140.21,144.55,144.55,42.68,42.68,144.55
09.01.2022 12:00,10.02,144.73,148.67,148.67,43.46,43.46,148.67
09.01.2022 13:00,10.02,145.54,150.18,150.18,43.96,43.96,150.18
09.01.2022 14:00,10.02,146.85,150.39,150.39,45.02,45.02,150.39
09.01.2022 15:00,10.02,149.22,153.77,153.77,47.43,47.43,153.77
09.01.2022 16:00,10.02,154.59,180.97,180.97,47.79,47.79,180.97
09.01.2022 17:00,10.02,160.03,216.15,216.15,47.91,47.91,216.15
09.01.2022 18:00,10.02,165.74,236.13,236.13,47.8,47.8,236.13
09.01.2022 19:00,10.02,158.68,199.93,199.93,47.91,47.91,199.93
09.01.2022 20:00,10.02,149.95,154.21,154.21,47.47,47.47,154.21
09.01.2022 21:00,10.02,147.62,150.46,150.46,46.17,46.17,150.46
09.01.2022 22:00,10.02,144.71,148.23,148.23,47.68,47.68,148.23
09.01.2022 23:00,10.02,140.48,144.79,144.79,45.04,45.04,144.79
10.01.2022 00:00,10.02,140.42,144.28,144.28,41.4,41.4,144.28
10.01.2022 01:00,10.02,134.09,138.09,138.09,39.93,39.93,138.09
10.01.2022 02:00,10.02,132.39,136.92,136.92,39.93,39.93,136.92
10.01.2022 03:00,10.02,134.3,139.06,139.06,41.17,41.17,139.06
10.01.2022 04:00,10.02,138.81,142.99,142.99,44.1,44.1,142.99
10.01.2022 05:00,10.02,149.42,152.09,152.09,47.88,47.88,152.09
10.01.2022 06:00,10.02,158.49,166.36,166.36,54.3,54.3,166.36
10.01.2022 07:00,10.02,199.96,249,249,57.18,57.18,179.78
10.01.2022 08:00,10.02,259.94,285.72,285.72,61.09,61.09,196.61
10.01.2022 09:00,10.02,265.09,304.92,304.92,56.03,56.03,192.03
10.01.2022 10:00,10.02,249.93,300.47,300.47,54,54,192.74
10.01.2022 11:00,10.02,209.08,300.16,300.16,53.29,53.29,188.44
10.01.2022 12:00,10.02,200.37,290.4,290.4,52.39,52.39,179.92
10.01.2022 13:00,10.02,195.2,280.03,280.03,51.1,51.1,176.12
10.01.2022 14:00,10.02,170.03,159.94,159.94,50.6,50.6,159.94
10.01.2022 15:00,10.02,170.96,169.4,169.4,50.1,50.1,169.4
10.01.2022 16:00,10.02,155.21,161.77,161.77,48.78,48.78,161.77
10.01.2022 17:00,10.02,153.92,163.17,163.17,47.37,47.37,163.17
10.01.2022 18:00,10.02,152.7,180.46,180.46,46.05,46.05,164.52
10.01.2022 19:00,10.02,147.69,155.04,155.04,44.94,44.94,155.04
10.01.2022 20:00,10.02,145.71,159.78,159.78,43.68,43.68,159.78
10.01.2022 21:00,10.02,145.24,162.66,162.66,42.11,42.11,162.66
10.01.2022 22:00,10.02,141.84,155.48,155.48,41.25,41.25,155.48
10.01.2022 23:00,10.02,132.86,150.09,150.09,39.81,39.81,150.09
11.01.2022 00:00,10.01,131.18,147.5,147.5,35.03,35.03,147.5
11.01.2022 01:00,10.01,127.89,143.76,143.76,31.77,31.77,143.76
11.01.2022 02:00,10.01,122.65,140.21,140.21,27.09,27.09,140.21
11.01.2022 03:00,10.01,119.92,139.97,139.97,24.56,24.56,139.97
11.01.2022 04:00,10.01,121.31,141.56,141.56,24.54,24.54,141.56
11.01.2022 05:00,10.01,128.82,147.1,147.1,25.25,25.25,147.1
11.01.2022 06:00,10.01,132.81,147.59,147.59,27.94,27.94,147.59
11.01.2022 07:00,10.01,138.93,152.28,152.28,36.35,36.35,152.28
11.01.2022 08:00,10.01,141.1,153.76,153.76,36.1,28.78,153.76
11.01.2022 09:00,10.01,138.76,153.54,153.54,35.76,29.01,153.54
11.01.2022 10:00,10.01,138.39,153.47,153.47,35.09,28.93,153.47
11.01.2022 11:00,10.01,138.79,156.17,156.17,34.9,27.6,156.17
11.01.2022 12:00,10.01,137.79,153.77,153.77,35.82,27.56,153.77
11.01.2022 13:00,10.01,136.98,153.02,153.02,35.87,27.53,153.02
11.01.2022 14:00,10.01,137.32,153.1,153.1,35.11,27.53,153.1
11.01.2022 15:00,10.01,138.06,153.96,153.96,31.86,27.57,153.96
11.01.2022 16:00,10.01,139.38,156.43,156.43,31.42,27.53,156.43
11.01.2022 17:00,10.01,140.43,168.6,168.6,29.62,26.15,165.1
11.01.2022 18:00,10.01,138.97,163.15,163.15,27.53,27.53,162.89
11.01.2022 19:00,10.01,137.18,153.4,153.4,27.53,27.53,153.4
11.01.2022 20:00,10.01,134.27,153.13,153.13,27.01,27.01,153.13
11.01.2022 21:00,10.01,133.65,153.63,153.63,25.08,25.08,153.63
11.01.2022 22:00,10.01,131.33,150.56,150.56,25.03,25.03,150.56
11.01.2022 23:00,10.01,121.22,145.36,145.36,23.66,23.66,145.36
12.01.2022 00:00,10,107.31,143.34,143.34,20.04,20.04,143.34
12.01.2022 01:00,10,104.93,140.88,140.88,19.7,19.7,140.88
12.01.2022 02:00,10,101.58,139.5,139.5,19.52,19.52,139.5
12.01.2022 03:00,10,100.02,139.25,139.25,19.48,19.48,139.25
12.01.2022 04:00,10,101.49,140.12,140.12,19.5,19.5,140.12
12.01.2022 05:00,10,107.01,141.79,141.79,19.64,19.64,141.79
12.01.2022 06:00,10,116.79,141.82,141.82,20.43,20.43,141.82
12.01.2022 07:00,10,129.62,146.56,146.56,20.91,20.91,146.56
12.01.2022 08:00,10,130.45,148.99,148.99,20.89,20.89,148.99
12.01.2022 09:00,10,127.13,146.04,146.04,20.85,20.85,146.04
12.01.2022 10:00,10,124.51,143.61,143.61,20.81,20.81,143.61
12.01.2022 11:00,10,120.18,140.19,140.19,20.78,20.78,140.19
12.01.2022 12:00,10,116.44,140,140,20.91,20.91,140
12.01.2022 13:00,10,110.03,139.04,139.04,21.24,21.24,139.04
12.01.2022 14:00,10,105.43,137.34,137.34,21,21,137.34
12.01.2022 15:00,10,104.75,136.55,136.55,21.26,21.26,136.55
12.01.2022 16:00,10,106.18,136.64,136.64,21.36,21.36,136.64
12.01.2022 17:00,10,103.87,136.54,136.54,20.81,20.81,136.54
12.01.2022 18:00,10,96.33,135.31,135.31,20.71,20.71,135.31
12.01.2022 19:00,10,67.32,132.85,132.85,20.93,20.93,132.85
12.01.2022 20:00,10,44.06,131.18,131.18,21.01,21.01,131.18
12.01.2022 21:00,10,40.92,130.71,130.71,20.14,20.14,130.71
12.01.2022 22:00,10,29.29,129.11,129.11,18.12,18.12,129.11
12.01.2022 23:00,10,24.02,127.81,127.81,13.62,13.62,127.81
13.01.2022 00:00,9.93,22.67,126.48,126.48,13.09,13.09,126.48
13.01.2022 01:00,9.93,21.45,124.75,124.75,11.4,11.4,124.75
13.01.2022 02:00,9.93,19.61,122.32,122.32,10.57,10.57,122.32
13.01.2022 03:00,9.93,19.3,121.44,121.44,10.47,10.47,121.44
13.01.2022 04:00,9.93,19.29,120.97,120.97,10.86,10.86,120.97
13.01.2022 05:00,9.93,22.09,121.52,121.52,13.23,13.23,121.52
13.01.2022 06:00,9.93,29.15,124.4,124.4,15.33,15.33,124.4
13.01.2022 07:00,9.93,40.89,129.9,129.9,21.01,21.01,129.9
13.01.2022 08:00,9.93,50.04,132.65,132.65,25.23,25.23,132.65
13.01.2022 09:00,9.93,50.68,133.31,133.31,25.62,25.62,133.31
13.01.2022 10:00,9.93,50.23,133.43,133.43,25.61,25.61,133.43
13.01.2022 11:00,9.93,46.39,132.82,132.82,24.22,24.22,132.82
13.01.2022 12:00,9.93,40.66,130.32,130.32,21.41,21.41,130.32
13.01.2022 13:00,9.93,37.43,129.97,129.97,18.22,18.22,129.97
13.01.2022 14:00,9.93,35.57,129.91,129.91,17.68,17.68,129.91
13.01.2022 15:00,9.93,38.04,129.81,129.81,18.82,18.82,129.81
13.01.2022 16:00,9.93,42.74,130.36,130.36,19.66,19.66,130.36
13.01.2022 17:00,9.93,47.47,130.23,130.23,20.1,20.1,130.23
13.01.2022 18:00,9.93,42.79,130.34,130.34,20.53,20.53,130.34
13.01.2022 19:00,9.93,33.57,128.99,128.99,19.82,19.82,128.99
13.01.2022 20:00,9.93,30,126.36,126.36,18.06,18.06,126.36
13.01.2022 21:00,9.93,29.27,126.16,126.16,17.82,17.82,126.16
13.01.2022 22:00,9.93,25.45,121.35,121.35,14.92,14.92,121.35
13.01.2022 23:00,9.93,19.26,118.31,118.31,11.49,11.49,118.31
14.01.2022 00:00,9.94,21.46,116.75,116.75,14.93,14.93,116.75
14.01.2022 01:00,9.94,19.74,113.55,113.55,12.56,12.56,113.55
14.01.2022 02:00,9.94,19.12,111.7,111.7,11.4,11.4,111.7
14.01.2022 03:00,9.94,18.93,110.9,110.9,11.42,11.42,110.9
14.01.2022 04:00,9.94,19.93,113.34,113.34,13.18,13.18,113.34
14.01.2022 05:00,9.94,24.79,120.35,120.35,16.14,16.14,120.35
14.01.2022 06:00,9.94,30.95,124.9,124.9,19.24,19.24,124.9
14.01.2022 07:00,9.94,48.16,128.56,128.56,20.73,20.73,128.56
14.01.2022 08:00,9.94,58.51,129.97,129.97,19.96,19.96,129.97
14.01.2022 09:00,9.94,58.06,129.97,129.97,20.07,20.07,129.97
14.01.2022 10:00,9.94,60.08,131.36,131.36,20.3,20.3,131.36
14.01.2022 11:00,9.94,59.44,129.95,129.95,20.03,20.03,129.95
14.01.2022 12:00,9.94,57.48,129.5,129.5,20.82,20.82,129.5
14.01.2022 13:00,9.94,55.3,129.25,129.25,20.96,20.96,129.25
14.01.2022 14:00,9.94,59.08,132.74,132.74,20.45,20.45,132.74
14.01.2022 15:00,9.94,76.04,135.99,135.99,20.18,20.18,135.99
14.01.2022 16:00,9.94,99.98,137.68,137.68,19.97,19.97,137.68
14.01.2022 17:00,9.94,109.4,141.68,141.68,19.81,19.81,141.68
14.01.2022 18:00,9.94,107.48,140.8,140.8,19.77,19.77,140.8
14.01.2022 19:00,9.94,93.37,141.27,141.27,19.65,19.65,141.27
14.01.2022 20:00,9.94,89.62,141.12,141.12,19.48,19.48,141.12
14.01.2022 21:00,9.94,90.11,141.41,141.41,19.46,19.46,141.41
14.01.2022 22:00,9.94,86.7,140.96,140.96,18.59,18.59,140.96
14.01.2022 23:00,9.94,74.97,140.51,140.51,18.42,18.42,140.51
15.01.2022 00:00,9.95,74.93,142.27,142.27,17.27,17.27,142.27
15.01.2022 01:00,9.95,75.45,140.55,140.55,16.79,16.79,140.55
15.01.2022 02:00,9.95,74.91,140.21,140.21,16.74,16.74,140.21
15.01.2022 03:00,9.95,76.48,140.25,140.25,17.35,17.35,140.25
15.01.2022 04:00,9.95,86.31,140.56,140.56,18.6,18.6,140.56
15.01.2022 05:00,9.95,90.77,142.18,142.18,19.01,19.01,142.18
15.01.2022 06:00,9.95,102.55,142.54,142.54,18.26,18.26,142.54
15.01.2022 07:00,9.95,110.82,142.95,142.95,19.13,19.13,142.95
15.01.2022 08:00,9.95,127.2,149.97,149.97,19.7,19.7,149.97
15.01.2022 09:00,9.95,135.03,169.92,169.92,20.09,20.09,151.24
15.01.2022 10:00,9.95,136.52,203.52,203.52,21.39,21.39,151.43
15.01.2022 11:00,9.95,137.05,196.43,196.43,23.06,23.06,151.64
15.01.2022 12:00,9.95,136.61,157.91,157.91,23.07,23.07,151.63
15.01.2022 13:00,9.95,135.98,153.04,153.04,22.73,22.73,151.63
15.01.2022 14:00,9.95,135.69,150.5,150.5,21.55,21.55,150.5
15.01.2022 15:00,9.95,137.65,179.91,179.91,20.97,20.97,151.62
15.01.2022 16:00,9.95,140.07,209.27,209.27,20.1,20.1,156.44
15.01.2022 17:00,9.95,140.55,159.54,159.54,19.68,19.68,159.54
15.01.2022 18:00,9.95,138.51,159.27,159.27,19.47,19.47,159.27
15.01.2022 19:00,9.95,132.38,153.67,153.67,18.94,18.94,153.67
15.01.2022 20:00,9.95,120.1,144.95,144.95,18.5,18.5,144.95
15.01.2022 21:00,9.95,107.36,144.24,144.24,17.93,17.93,144.24
15.01.2022 22:00,9.95,99.8,139.97,139.97,17.61,17.61,139.97
15.01.2022 23:00,9.95,67.3,137.88,137.88,17.39,17.39,137.88
16.01.2022 00:00,10,43.98,136.98,136.98,18.05,18.05,136.98
16.01.2022 01:00,10,38,136.12,136.12,16.97,16.97,136.12
16.01.2022 02:00,10,29.94,133.88,133.88,16.54,16.54,133.88
