Generert fra Tidsserie;;
;;
;;
;;
;;
;;
;;
;"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/BUAVATNET_TY1000_BE0102_A
[Meter]";"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/ORMSETVATN_TY1000_BE0102_A
[Meter]"
08/11/2019 19;329.21;386.12
08/11/2019 20;329.21;386.10
08/11/2019 21;329.21;386.10
08/11/2019 22;329.21;386.10
08/11/2019 23;329.21;386.10
08/11/2019 24;329.23;386.10
09/11/2019 01;329.23;386.10
09/11/2019 02;329.23;386.10
09/11/2019 03;329.23;386.10
09/11/2019 04;329.23;386.10
09/11/2019 05;329.23;386.10
09/11/2019 06;329.23;386.10
09/11/2019 07;329.23;386.10
09/11/2019 08;329.23;386.08
09/11/2019 09;329.23;386.08
09/11/2019 10;329.25;386.06
09/11/2019 11;329.25;386.06
09/11/2019 12;329.25;386.03
09/11/2019 13;329.25;386.03
09/11/2019 14;329.25;386.03
09/11/2019 15;329.25;386.01
09/11/2019 16;329.25;386.01
09/11/2019 17;329.25;385.99
09/11/2019 18;329.25;385.99
09/11/2019 19;329.27;385.97
09/11/2019 20;329.27;385.97
09/11/2019 21;329.27;385.97
09/11/2019 22;329.27;385.97
09/11/2019 23;329.28;385.97
09/11/2019 24;329.28;385.97
10/11/2019 01;329.28;385.97
10/11/2019 02;329.28;385.97
10/11/2019 03;329.28;385.97
10/11/2019 04;329.28;385.97
10/11/2019 05;329.28;385.97
10/11/2019 06;329.28;385.97
10/11/2019 07;329.28;385.94
10/11/2019 08;329.28;385.94
10/11/2019 09;329.28;385.92
10/11/2019 10;329.30;385.92
10/11/2019 11;329.30;385.90
10/11/2019 12;329.30;385.90
10/11/2019 13;329.30;385.90
10/11/2019 14;329.30;385.88
10/11/2019 15;329.30;385.88
10/11/2019 16;329.30;385.86
10/11/2019 17;329.30;385.86
10/11/2019 18;329.30;385.86
10/11/2019 19;329.30;385.86
10/11/2019 20;329.30;385.83
10/11/2019 21;329.32;385.83
10/11/2019 22;329.32;385.81
10/11/2019 23;329.32;385.81
10/11/2019 24;329.32;385.81
11/11/2019 01;329.32;385.78
11/11/2019 02;329.32;385.76
11/11/2019 03;329.32;385.76
11/11/2019 04;329.32;385.76
11/11/2019 05;329.32;385.76
11/11/2019 06;329.32;385.76
11/11/2019 07;329.34;385.74
11/11/2019 08;329.34;385.72
11/11/2019 09;329.34;385.72
11/11/2019 10;329.34;385.72
11/11/2019 11;329.34;385.70
11/11/2019 12;329.34;385.70
11/11/2019 13;329.34;385.67
11/11/2019 14;329.34;385.67
11/11/2019 15;329.34;385.67
11/11/2019 16;329.34;385.65
11/11/2019 17;329.34;385.65
11/11/2019 18;329.36;385.63
11/11/2019 19;329.36;385.63
11/11/2019 20;329.36;385.63
11/11/2019 21;329.36;385.63
11/11/2019 22;329.36;385.63
11/11/2019 23;329.36;385.59
11/11/2019 24;329.36;385.59
12/11/2019 01;329.36;385.59
12/11/2019 02;329.36;385.59
12/11/2019 03;329.36;385.59
12/11/2019 04;329.36;385.59
12/11/2019 05;329.36;385.59
12/11/2019 06;329.36;385.59
12/11/2019 07;329.38;385.59
12/11/2019 08;329.38;385.59
12/11/2019 09;329.38;385.59
12/11/2019 10;329.38;385.59
12/11/2019 11;329.38;385.59
12/11/2019 12;329.38;385.59
12/11/2019 13;329.38;385.59
12/11/2019 14;329.38;385.59
12/11/2019 15;329.39;385.59
12/11/2019 16;329.39;385.59
12/11/2019 17;329.39;385.59
12/11/2019 18;329.39;385.59
12/11/2019 19;329.39;385.59
12/11/2019 20;329.39;385.59
12/11/2019 21;329.39;385.59
12/11/2019 22;329.39;385.59
12/11/2019 23;329.39;385.59
12/11/2019 24;329.39;385.59
13/11/2019 01;329.39;385.59
13/11/2019 02;329.41;385.59
13/11/2019 03;329.41;385.59
13/11/2019 04;329.41;385.59
13/11/2019 05;329.41;385.59
13/11/2019 06;329.41;385.59
13/11/2019 07;329.41;385.59
13/11/2019 08;329.41;385.59
13/11/2019 09;329.41;385.59
13/11/2019 10;329.41;385.59
13/11/2019 11;329.41;385.59
13/11/2019 12;329.41;385.59
13/11/2019 13;329.41;385.59
13/11/2019 14;329.41;385.59
13/11/2019 15;329.41;385.59
13/11/2019 16;329.41;385.59
13/11/2019 17;329.41;385.59
13/11/2019 18;329.41;385.59
13/11/2019 19;329.43;385.59
13/11/2019 20;329.43;385.59
13/11/2019 21;329.43;385.59
13/11/2019 22;329.43;385.59
13/11/2019 23;329.43;385.59
13/11/2019 24;329.43;385.59
14/11/2019 01;329.43;385.59
14/11/2019 02;329.43;385.59
14/11/2019 03;329.43;385.59
14/11/2019 04;329.43;385.59
14/11/2019 05;329.43;385.59
14/11/2019 06;329.43;385.59
14/11/2019 07;329.43;385.59
14/11/2019 08;329.45;385.59
14/11/2019 09;329.45;385.59
14/11/2019 10;329.45;385.59
14/11/2019 11;329.45;385.59
14/11/2019 12;329.45;385.59
14/11/2019 13;329.45;385.59
14/11/2019 14;329.45;385.59
14/11/2019 15;329.45;385.59
14/11/2019 16;329.45;385.59
14/11/2019 17;329.45;385.59
14/11/2019 18;329.45;385.59
14/11/2019 19;329.45;385.59
14/11/2019 20;329.45;385.59
14/11/2019 21;329.45;385.59
14/11/2019 22;329.45;385.59
14/11/2019 23;329.47;385.59
14/11/2019 24;329.47;385.59
15/11/2019 01;329.47;385.59
15/11/2019 02;329.47;385.59
15/11/2019 03;329.46;385.59
15/11/2019 04;329.42;385.59
15/11/2019 05;329.38;385.59
15/11/2019 06;329.34;385.59
15/11/2019 07;329.34;385.59
15/11/2019 08;329.34;385.59
15/11/2019 09;329.34;385.59
15/11/2019 10;329.34;385.59
15/11/2019 11;329.34;385.59
15/11/2019 12;329.34;385.59
15/11/2019 13;329.34;385.59
15/11/2019 14;329.34;385.59
15/11/2019 15;329.34;385.59
15/11/2019 16;329.34;385.59
15/11/2019 17;329.34;385.59
15/11/2019 18;329.34;385.59
15/11/2019 19;329.34;385.59
15/11/2019 20;329.34;385.59
15/11/2019 21;329.36;385.59
15/11/2019 22;329.36;385.59
15/11/2019 23;329.36;385.59
15/11/2019 24;329.33;385.62
16/11/2019 01;329.28;385.62
16/11/2019 02;329.24;385.62
16/11/2019 03;329.20;385.62
16/11/2019 04;329.16;385.62
16/11/2019 05;329.12;385.62
16/11/2019 06;329.09;385.62
16/11/2019 07;329.09;385.62
16/11/2019 08;329.09;385.62
16/11/2019 09;329.09;385.62
16/11/2019 10;329.09;385.62
16/11/2019 11;329.09;385.62
16/11/2019 12;329.09;385.62
16/11/2019 13;329.09;385.62
16/11/2019 14;329.09;385.62
16/11/2019 15;329.09;385.62
16/11/2019 16;329.09;385.62
16/11/2019 17;329.09;385.62
16/11/2019 18;329.10;385.62
16/11/2019 19;329.10;385.62
16/11/2019 20;329.10;385.62
16/11/2019 21;329.10;385.62
16/11/2019 22;329.10;385.62
16/11/2019 23;329.10;385.62
16/11/2019 24;329.10;385.62
17/11/2019 01;329.10;385.62
17/11/2019 02;329.10;385.62
17/11/2019 03;329.10;385.62
17/11/2019 04;329.10;385.62
17/11/2019 05;329.10;385.62
17/11/2019 06;329.10;385.62
17/11/2019 07;329.10;385.62
17/11/2019 08;329.10;385.62
17/11/2019 09;329.12;385.62
17/11/2019 10;329.12;385.62
17/11/2019 11;329.12;385.62
17/11/2019 12;329.12;385.62
17/11/2019 13;329.12;385.62
17/11/2019 14;329.12;385.62
17/11/2019 15;329.12;385.62
17/11/2019 16;329.12;385.62
17/11/2019 17;329.12;385.62
17/11/2019 18;329.12;385.62
17/11/2019 19;329.12;385.62
17/11/2019 20;329.12;385.62
17/11/2019 21;329.12;385.62
17/11/2019 22;329.12;385.62
17/11/2019 23;329.12;385.62
17/11/2019 24;329.14;385.62
18/11/2019 01;329.13;385.62
18/11/2019 02;329.14;385.62
18/11/2019 03;329.14;385.62
18/11/2019 04;329.14;385.62
18/11/2019 05;329.14;385.62
18/11/2019 06;329.14;385.62
18/11/2019 07;329.14;385.62
18/11/2019 08;329.14;385.62
18/11/2019 09;329.14;385.62
18/11/2019 10;329.14;385.62
18/11/2019 11;329.14;385.62
18/11/2019 12;329.15;385.63
18/11/2019 13;329.15;385.63
18/11/2019 14;329.15;385.63
18/11/2019 15;329.15;385.63
18/11/2019 16;329.16;385.63
18/11/2019 17;329.16;385.63
18/11/2019 18;329.16;385.63
18/11/2019 19;329.16;385.63
18/11/2019 20;329.16;385.63
18/11/2019 21;329.16;385.63
18/11/2019 22;329.18;385.63
18/11/2019 23;329.18;385.63
18/11/2019 24;329.18;385.65
19/11/2019 01;329.19;385.65
19/11/2019 02;329.19;385.65
19/11/2019 03;329.18;385.65
19/11/2019 04;329.04;385.65
19/11/2019 05;328.92;385.65
19/11/2019 06;328.83;385.65
19/11/2019 07;328.82;385.67
19/11/2019 08;328.82;385.67
19/11/2019 09;328.83;385.67
19/11/2019 10;328.83;385.67
19/11/2019 11;328.83;385.67
19/11/2019 12;328.83;385.67
19/11/2019 13;328.83;385.67
19/11/2019 14;328.83;385.67
19/11/2019 15;328.83;385.67
19/11/2019 16;328.85;385.69
19/11/2019 17;328.85;385.69
19/11/2019 18;328.85;385.69
19/11/2019 19;328.85;385.69
19/11/2019 20;328.85;385.69
19/11/2019 21;328.85;385.69
19/11/2019 22;328.85;385.69
19/11/2019 23;328.87;385.69
19/11/2019 24;328.79;385.69
20/11/2019 01;328.71;385.71
20/11/2019 02;328.59;385.71
20/11/2019 03;328.46;385.71
20/11/2019 04;328.33;385.71
20/11/2019 05;328.25;385.73
20/11/2019 06;328.25;385.73
20/11/2019 07;328.25;385.73
20/11/2019 08;328.26;385.73
20/11/2019 09;328.26;385.73
20/11/2019 10;328.26;385.73
20/11/2019 11;328.26;385.73
20/11/2019 12;328.27;385.73
20/11/2019 13;328.27;385.73
20/11/2019 14;328.27;385.73
20/11/2019 15;328.27;385.73
20/11/2019 16;328.27;385.73
20/11/2019 17;328.28;385.73
20/11/2019 18;328.28;385.73
20/11/2019 19;328.28;385.73
20/11/2019 20;328.28;385.73
20/11/2019 21;328.28;385.73
20/11/2019 22;328.28;385.73
20/11/2019 23;328.28;385.73
20/11/2019 24;328.28;385.73
21/11/2019 01;328.28;385.73
21/11/2019 02;328.30;385.73
21/11/2019 03;328.30;385.73
21/11/2019 04;328.30;385.73
21/11/2019 05;328.30;385.73
21/11/2019 06;328.30;385.73
21/11/2019 07;328.30;385.73
21/11/2019 08;328.30;385.73
21/11/2019 09;328.30;385.73
21/11/2019 10;328.30;385.73
21/11/2019 11;328.32;385.73
21/11/2019 12;328.31;385.73
21/11/2019 13;328.32;385.73
21/11/2019 14;328.32;385.73
21/11/2019 15;328.32;385.73
21/11/2019 16;328.32;385.73
21/11/2019 17;328.32;385.73
21/11/2019 18;328.32;385.73
21/11/2019 19;328.33;385.73
21/11/2019 20;328.33;385.73
21/11/2019 21;328.33;385.73
21/11/2019 22;328.33;385.73
21/11/2019 23;328.34;385.73
21/11/2019 24;328.34;385.73
22/11/2019 01;328.23;385.73
22/11/2019 02;328.09;385.73
22/11/2019 03;327.96;385.73
22/11/2019 04;327.88;385.76
22/11/2019 05;327.87;385.76
22/11/2019 06;327.87;385.76
22/11/2019 07;327.86;385.76
22/11/2019 08;327.87;385.76
22/11/2019 09;327.87;385.76
22/11/2019 10;327.87;385.76
22/11/2019 11;327.87;385.76
22/11/2019 12;327.88;385.76
22/11/2019 13;327.88;385.76
22/11/2019 14;327.88;385.76
22/11/2019 15;327.88;385.76
22/11/2019 16;327.88;385.76
22/11/2019 17;327.88;385.76
22/11/2019 18;327.88;385.76
22/11/2019 19;327.88;385.76
22/11/2019 20;327.88;385.76
22/11/2019 21;327.88;385.76
22/11/2019 22;327.88;385.76
22/11/2019 23;327.90;385.76
22/11/2019 24;327.90;385.76
23/11/2019 01;327.90;385.76
23/11/2019 02;327.85;385.76
23/11/2019 03;327.79;385.76
23/11/2019 04;327.70;385.76
23/11/2019 05;327.64;385.76
23/11/2019 06;327.63;385.76
23/11/2019 07;327.63;385.76
23/11/2019 08;327.63;385.76
23/11/2019 09;327.63;385.76
23/11/2019 10;327.64;385.76
23/11/2019 11;327.64;385.76
23/11/2019 12;327.64;385.76
23/11/2019 13;327.64;385.76
23/11/2019 14;327.64;385.76
23/11/2019 15;327.64;385.76
23/11/2019 16;327.64;385.76
23/11/2019 17;327.64;385.76
23/11/2019 18;327.64;385.76
23/11/2019 19;327.66;385.76
23/11/2019 20;327.66;385.76
23/11/2019 21;327.66;385.76
23/11/2019 22;327.66;385.76
23/11/2019 23;327.66;385.76
23/11/2019 24;327.66;385.76
24/11/2019 01;327.66;385.76
24/11/2019 02;327.66;385.76
24/11/2019 03;327.66;385.76
24/11/2019 04;327.64;385.76
24/11/2019 05;327.59;385.76
24/11/2019 06;327.57;385.78
24/11/2019 07;327.57;385.78
24/11/2019 08;327.57;385.78
24/11/2019 09;327.57;385.78
24/11/2019 10;327.57;385.78
24/11/2019 11;327.57;385.78
24/11/2019 12;327.57;385.78
24/11/2019 13;327.57;385.78
24/11/2019 14;327.57;385.78
24/11/2019 15;327.59;385.78
24/11/2019 16;327.59;385.78
24/11/2019 17;327.59;385.78
24/11/2019 18;327.59;385.78
24/11/2019 19;327.59;385.78
24/11/2019 20;327.59;385.78
24/11/2019 21;327.59;385.78
24/11/2019 22;327.59;385.78
24/11/2019 23;327.59;385.78
24/11/2019 24;327.59;385.78
25/11/2019 01;327.61;385.78
25/11/2019 02;327.61;385.78
25/11/2019 03;327.61;385.78
25/11/2019 04;327.61;385.78
25/11/2019 05;327.61;385.78
25/11/2019 06;327.61;385.78
25/11/2019 07;327.61;385.78
25/11/2019 08;327.61;385.78
25/11/2019 09;327.61;385.78
25/11/2019 10;327.61;385.78
25/11/2019 11;327.61;385.78
25/11/2019 12;327.62;385.78
25/11/2019 13;327.62;385.78
25/11/2019 14;327.63;385.78
25/11/2019 15;327.63;385.78
25/11/2019 16;327.63;385.78
25/11/2019 17;327.63;385.78
25/11/2019 18;327.64;385.78
25/11/2019 19;327.64;385.78
25/11/2019 20;327.64;385.78
25/11/2019 21;327.64;385.78
25/11/2019 22;327.64;385.78
25/11/2019 23;327.64;385.78
25/11/2019 24;327.64;385.78
26/11/2019 01;327.64;385.78
26/11/2019 02;327.64;385.78
26/11/2019 03;327.64;385.78
26/11/2019 04;327.64;385.78
26/11/2019 05;327.64;385.78
26/11/2019 06;327.66;385.78
26/11/2019 07;327.66;385.76
26/11/2019 08;327.66;385.76
26/11/2019 09;327.66;385.76
26/11/2019 10;327.66;385.74
26/11/2019 11;327.67;385.74
26/11/2019 12;327.67;385.74
26/11/2019 13;327.67;385.74
26/11/2019 14;327.67;385.74
26/11/2019 15;327.67;385.74
26/11/2019 16;327.67;385.74
26/11/2019 17;327.67;385.74
26/11/2019 18;327.68;385.74
26/11/2019 19;327.68;385.74
26/11/2019 20;327.68;385.74
26/11/2019 21;327.68;385.74
26/11/2019 22;327.68;385.74
26/11/2019 23;327.68;385.74
26/11/2019 24;327.68;385.74
27/11/2019 01;327.68;385.74
27/11/2019 02;327.68;385.74
27/11/2019 03;327.68;385.74
27/11/2019 04;327.68;385.74
27/11/2019 05;327.70;385.74
27/11/2019 06;327.70;385.74
27/11/2019 07;327.70;385.74
27/11/2019 08;327.70;385.74
27/11/2019 09;327.70;385.74
27/11/2019 10;327.70;385.74
27/11/2019 11;327.70;385.74
27/11/2019 12;327.70;385.74
27/11/2019 13;327.70;385.74
27/11/2019 14;327.70;385.74
27/11/2019 15;327.70;385.74
27/11/2019 16;327.72;385.74
27/11/2019 17;327.72;385.74
27/11/2019 18;327.72;385.74
27/11/2019 19;327.72;385.74
27/11/2019 20;327.72;385.74
27/11/2019 21;327.72;385.74
27/11/2019 22;327.72;385.74
27/11/2019 23;327.72;385.74
27/11/2019 24;327.72;385.74
28/11/2019 01;327.72;385.74
28/11/2019 02;327.72;385.74
28/11/2019 03;327.72;385.74
28/11/2019 04;327.72;385.74
28/11/2019 05;327.74;385.74
28/11/2019 06;327.74;385.74
28/11/2019 07;327.74;385.74
28/11/2019 08;327.74;385.74
28/11/2019 09;327.74;385.74
28/11/2019 10;327.74;385.74
28/11/2019 11;327.75;385.74
28/11/2019 12;327.75;385.74
28/11/2019 13;327.75;385.74
28/11/2019 14;327.75;385.74
28/11/2019 15;327.75;385.74
28/11/2019 16;327.75;385.74
28/11/2019 17;327.75;385.74
28/11/2019 18;327.75;385.74
28/11/2019 19;327.75;385.74
28/11/2019 20;327.75;385.74
28/11/2019 21;327.77;385.74
28/11/2019 22;327.77;385.74
28/11/2019 23;327.77;385.74
28/11/2019 24;327.77;385.74
29/11/2019 01;327.78;385.74
29/11/2019 02;327.78;385.74
29/11/2019 03;327.78;385.74
29/11/2019 04;327.78;385.74
29/11/2019 05;327.78;385.74
29/11/2019 06;327.79;385.74
29/11/2019 07;327.79;385.76
29/11/2019 08;327.79;385.76
29/11/2019 09;327.79;385.76
29/11/2019 10;327.79;385.76
29/11/2019 11;327.79;385.76
29/11/2019 12;327.79;385.76
29/11/2019 13;327.79;385.76
29/11/2019 14;327.80;385.76
29/11/2019 15;327.81;385.76
29/11/2019 16;327.81;385.76
29/11/2019 17;327.81;385.76
29/11/2019 18;327.81;385.76
29/11/2019 19;327.81;385.76
29/11/2019 20;327.81;385.76
29/11/2019 21;327.81;385.76
29/11/2019 22;327.81;385.76
29/11/2019 23;327.81;385.76
29/11/2019 24;327.81;385.76
30/11/2019 01;327.81;385.76
30/11/2019 02;327.83;385.76
30/11/2019 03;327.83;385.76
30/11/2019 04;327.83;385.76
30/11/2019 05;327.83;385.76
30/11/2019 06;327.83;385.76
30/11/2019 07;327.83;385.76
30/11/2019 08;327.83;385.76
30/11/2019 09;327.83;385.76
30/11/2019 10;327.83;385.74
30/11/2019 11;327.83;385.74
30/11/2019 12;327.85;385.74
30/11/2019 13;327.85;385.72
30/11/2019 14;327.85;385.72
30/11/2019 15;327.85;385.72
30/11/2019 16;327.85;385.72
30/11/2019 17;327.86;385.72
30/11/2019 18;327.86;385.72
30/11/2019 19;327.86;385.72
30/11/2019 20;327.86;385.72
30/11/2019 21;327.86;385.72
30/11/2019 22;327.88;385.72
30/11/2019 23;327.87;385.72
30/11/2019 24;327.87;385.72
01/12/2019 01;327.88;385.72
01/12/2019 02;327.88;385.72
01/12/2019 03;327.88;385.72
01/12/2019 04;327.88;385.72
01/12/2019 05;327.88;385.72
01/12/2019 06;327.88;385.72
01/12/2019 07;327.90;385.72
01/12/2019 08;327.90;385.72
01/12/2019 09;327.90;385.72
01/12/2019 10;327.90;385.72
01/12/2019 11;327.90;385.72
01/12/2019 12;327.90;385.72
01/12/2019 13;327.90;385.72
01/12/2019 14;327.92;385.72
01/12/2019 15;327.92;385.72
01/12/2019 16;327.92;385.72
01/12/2019 17;327.92;385.72
01/12/2019 18;327.92;385.72
01/12/2019 19;327.92;385.72
01/12/2019 20;327.94;385.72
01/12/2019 21;327.94;385.72
01/12/2019 22;327.94;385.72
01/12/2019 23;327.95;385.74
01/12/2019 24;327.95;385.74
02/12/2019 01;327.95;385.74
02/12/2019 02;327.95;385.74
02/12/2019 03;327.97;385.74
02/12/2019 04;327.97;385.74
02/12/2019 05;327.97;385.74
02/12/2019 06;327.97;385.74
02/12/2019 07;327.97;385.74
02/12/2019 08;327.97;385.74
02/12/2019 09;327.97;385.74
02/12/2019 10;327.99;385.74
02/12/2019 11;327.99;385.74
02/12/2019 12;327.99;385.74
02/12/2019 13;327.99;385.74
02/12/2019 14;328.00;385.74
02/12/2019 15;328.00;385.74
02/12/2019 16;328.00;385.74
02/12/2019 17;328.01;385.74
02/12/2019 18;328.01;385.74
02/12/2019 19;328.01;385.74
02/12/2019 20;328.01;385.74
02/12/2019 21;328.01;385.74
02/12/2019 22;328.01;385.74
02/12/2019 23;328.01;385.74
02/12/2019 24;328.03;385.74
03/12/2019 01;328.03;385.74
03/12/2019 02;328.03;385.74
03/12/2019 03;328.03;385.77
03/12/2019 04;328.03;385.77
03/12/2019 05;328.03;385.77
03/12/2019 06;328.05;385.77
03/12/2019 07;328.05;385.77
03/12/2019 08;328.06;385.77
03/12/2019 09;328.06;385.77
03/12/2019 10;328.06;385.77
03/12/2019 11;328.08;385.77
03/12/2019 12;328.04;385.79
03/12/2019 13;328.00;385.79
03/12/2019 14;327.96;385.80
03/12/2019 15;327.92;385.80
03/12/2019 16;327.88;385.80
03/12/2019 17;327.85;385.80
03/12/2019 18;327.83;385.82
03/12/2019 19;327.81;385.82
03/12/2019 20;327.81;385.82
03/12/2019 21;327.80;385.85
03/12/2019 22;327.75;385.85
03/12/2019 23;327.69;385.85
03/12/2019 24;327.65;385.90
04/12/2019 01;327.63;385.90
04/12/2019 02;327.63;385.90
04/12/2019 03;327.68;385.92
04/12/2019 04;327.77;385.94
04/12/2019 05;327.86;385.97
04/12/2019 06;327.96;385.99
04/12/2019 07;328.07;386.01
04/12/2019 08;328.18;386.03
04/12/2019 09;328.27;386.03
04/12/2019 10;328.32;386.03
04/12/2019 11;328.37;386.08
04/12/2019 12;328.41;386.08
04/12/2019 13;328.45;386.10
04/12/2019 14;328.47;386.10
04/12/2019 15;328.50;386.10
04/12/2019 16;328.60;386.12
04/12/2019 17;328.69;386.12
04/12/2019 18;328.70;386.12
04/12/2019 19;328.70;386.12
04/12/2019 20;328.69;386.12
04/12/2019 21;328.69;386.12
04/12/2019 22;328.69;386.12
04/12/2019 23;328.67;386.17
04/12/2019 24;328.67;386.17
05/12/2019 01;328.64;386.19
05/12/2019 02;328.64;386.19
05/12/2019 03;328.61;386.22
05/12/2019 04;328.59;386.24
05/12/2019 05;328.56;386.26
05/12/2019 06;328.54;386.26
05/12/2019 07;328.50;386.26
05/12/2019 08;328.50;386.28
05/12/2019 09;328.50;386.28
05/12/2019 10;328.50;386.28
05/12/2019 11;328.52;386.30
05/12/2019 12;328.62;386.32
05/12/2019 13;328.62;386.33
05/12/2019 14;328.60;386.34
05/12/2019 15;328.58;386.34
05/12/2019 16;328.58;386.34
05/12/2019 17;328.59;386.34
05/12/2019 18;328.59;386.36
05/12/2019 19;328.62;386.36
05/12/2019 20;328.67;386.36
05/12/2019 21;328.72;386.36
05/12/2019 22;328.76;386.36
05/12/2019 23;328.81;386.39
05/12/2019 24;328.85;386.39
06/12/2019 01;328.82;386.39
06/12/2019 02;328.75;386.39
06/12/2019 03;328.69;386.42
06/12/2019 04;328.64;386.42
06/12/2019 05;328.60;386.42
06/12/2019 06;328.63;386.42
06/12/2019 07;328.67;386.42
06/12/2019 08;328.70;386.42
06/12/2019 09;328.74;386.43
06/12/2019 10;328.78;386.43
06/12/2019 11;328.81;386.43
06/12/2019 12;328.84;386.43
06/12/2019 13;328.87;386.43
06/12/2019 14;328.90;386.46
06/12/2019 15;328.93;386.46
06/12/2019 16;328.95;386.46
06/12/2019 17;328.98;386.46
06/12/2019 18;329.01;386.46
06/12/2019 19;329.04;386.46
06/12/2019 20;329.06;386.46
06/12/2019 21;329.09;386.46
06/12/2019 22;329.11;386.46
06/12/2019 23;329.14;386.48
06/12/2019 24;329.13;386.48
07/12/2019 01;329.09;386.48
07/12/2019 02;329.03;386.48
07/12/2019 03;328.97;386.48
07/12/2019 04;328.90;386.51
07/12/2019 05;328.84;386.51
07/12/2019 06;328.78;386.51
07/12/2019 07;328.79;386.51
07/12/2019 08;328.81;386.51
07/12/2019 09;328.83;386.51
07/12/2019 10;328.85;386.54
07/12/2019 11;328.87;386.54
07/12/2019 12;328.89;386.54
07/12/2019 13;328.91;386.54
07/12/2019 14;328.93;386.54
07/12/2019 15;328.95;386.54
07/12/2019 16;328.97;386.54
07/12/2019 17;328.99;386.54
07/12/2019 18;329.01;386.54
07/12/2019 19;329.03;386.54
07/12/2019 20;329.03;386.54
07/12/2019 21;329.00;386.56
07/12/2019 22;328.98;386.56
07/12/2019 23;328.89;386.56
07/12/2019 24;328.79;386.56
08/12/2019 01;328.68;386.58
08/12/2019 02;328.57;386.58
08/12/2019 03;328.46;386.61
08/12/2019 04;328.35;386.61
08/12/2019 05;328.23;386.61
08/12/2019 06;328.12;386.61
08/12/2019 07;328.11;386.61
08/12/2019 08;328.14;386.61
08/12/2019 09;328.16;386.61
08/12/2019 10;328.17;386.61
08/12/2019 11;328.19;386.61
08/12/2019 12;328.19;386.62
08/12/2019 13;328.22;386.62
08/12/2019 14;328.23;386.63
08/12/2019 15;328.25;386.63
08/12/2019 16;328.26;386.63
08/12/2019 17;328.28;386.63
08/12/2019 18;328.28;386.63
08/12/2019 19;328.31;386.63
08/12/2019 20;328.32;386.63
08/12/2019 21;328.34;386.63
08/12/2019 22;328.34;386.63
08/12/2019 23;328.36;386.63
08/12/2019 24;328.33;386.63
09/12/2019 01;328.30;386.63
09/12/2019 02;328.27;386.63
09/12/2019 03;328.23;386.66
09/12/2019 04;328.20;386.66
09/12/2019 05;328.17;386.66
09/12/2019 06;328.13;386.66
09/12/2019 07;328.13;386.66
09/12/2019 08;328.15;386.66
09/12/2019 09;328.15;386.66
09/12/2019 10;328.17;386.66
09/12/2019 11;328.17;386.66
09/12/2019 12;328.19;386.66
09/12/2019 13;328.21;386.66
09/12/2019 14;328.21;386.66
09/12/2019 15;328.23;386.66
09/12/2019 16;328.23;386.66
09/12/2019 17;328.25;386.66
09/12/2019 18;328.26;386.66
09/12/2019 19;328.26;386.66
09/12/2019 20;328.28;386.66
09/12/2019 21;328.28;386.66
09/12/2019 22;328.31;386.66
09/12/2019 23;328.32;386.66
09/12/2019 24;328.32;386.69
10/12/2019 01;328.34;386.69
10/12/2019 02;328.34;386.69
10/12/2019 03;328.36;386.69
10/12/2019 04;328.37;386.69
10/12/2019 05;328.37;386.69
10/12/2019 06;328.39;386.69
10/12/2019 07;328.39;386.69
10/12/2019 08;328.41;386.69
10/12/2019 09;328.41;386.69
10/12/2019 10;328.43;386.69
10/12/2019 11;328.43;386.69
10/12/2019 12;328.45;386.69
10/12/2019 13;328.46;386.69
10/12/2019 14;328.46;386.69
10/12/2019 15;328.48;386.66
10/12/2019 16;328.48;386.66
10/12/2019 17;328.50;386.66
10/12/2019 18;328.50;386.66
10/12/2019 19;328.52;386.66
10/12/2019 20;328.52;386.66
10/12/2019 21;328.54;386.66
10/12/2019 22;328.54;386.66
10/12/2019 23;328.56;386.69
10/12/2019 24;328.53;386.69
11/12/2019 01;328.50;386.69
11/12/2019 02;328.46;386.69
11/12/2019 03;328.42;386.69
11/12/2019 04;328.39;386.69
11/12/2019 05;328.35;386.69
11/12/2019 06;328.32;386.69
11/12/2019 07;328.28;386.69
11/12/2019 08;328.24;386.69
11/12/2019 09;328.24;386.71
11/12/2019 10;328.24;386.71
11/12/2019 11;328.25;386.71
11/12/2019 12;328.26;386.71
11/12/2019 13;328.27;386.71
11/12/2019 14;328.28;386.71
11/12/2019 15;328.28;386.71
11/12/2019 16;328.30;386.71
11/12/2019 17;328.30;386.71
11/12/2019 18;328.30;386.71
11/12/2019 19;328.33;386.71
11/12/2019 20;328.33;386.71
11/12/2019 21;328.34;386.71
